IlmnID,Relation_to_UCSC_CpG_Island,CHR,Infinium_Design_Type
cg00543465,,6,II
cg03950121,S_Shore,10,I
cg15487600,Island,1,I
cg10659720,,1,II
cg19634623,,12,II
cg10759274,,10,II
cg03143118,Island,6,II
cg07488103,,3,II
cg20116800,N_Shelf,17,II
cg06782950,,18,II
cg25828607,N_Shore,3,II
cg12665356,,10,II
cg10680511,,10,II
cg22558269,N_Shore,2,II
cg26566673,,5,II
cg06424179,,4,II
cg19005830,,8,II
cg11620873,Island,12,II
cg27649981,Island,9,II
cg04551053,,16,II
cg08154885,,X,II
cg10634403,,12,II
cg00567930,S_Shore,1,II
cg04808380,N_Shore,9,II
cg12900489,,15,II
cg01227359,N_Shore,2,I
cg10049535,S_Shore,16,II
cg04163119,Island,6,II
cg07487014,,4,II
cg20370152,S_Shore,2,II
cg01764447,,2,II
cg24183107,,10,II
cg21186722,N_Shore,18,II
cg23625250,Island,10,II
cg16738757,,7,II
cg14734952,,1,II
cg00871204,,17,II
cg14474276,N_Shore,8,II
cg25116223,,17,II
cg19975849,,12,II
cg14446015,Island,8,I
cg01889112,N_Shore,15,I
cg03843724,S_Shore,3,II
cg02232922,N_Shore,X,II
cg21005683,,4,II
cg14909168,N_Shore,6,II
cg12853247,,13,II
cg08120331,Island,5,II
cg16860971,S_Shelf,12,I
cg01367715,,8,II
cg08232195,,22,II
cg21109731,Island,20,I
cg03347334,,18,II
cg16939112,,12,II
cg17670724,,1,II
cg25272353,,17,II
cg05608508,,16,I
cg13434139,,8,II
cg27574646,N_Shore,21,II
cg00101154,Island,16,II
cg04615233,,21,II
cg08689940,,9,II
cg15508379,Island,11,I
cg15928377,S_Shore,12,I
cg20852226,Island,11,I
cg18635657,,4,II
cg08602500,Island,7,II
cg20688651,S_Shore,12,II
cg20723773,,7,II
cg17734022,,5,II
cg17683480,,12,II
cg01878019,,1,II
cg11415687,S_Shore,17,II
cg10610823,,7,II
cg08809403,,5,II
cg17914595,,19,II
cg11348653,N_Shelf,5,II
cg01136335,S_Shore,5,I
cg25580342,Island,17,I
cg05445137,,16,I
cg06214807,Island,4,II
cg07364320,S_Shore,8,II
cg26870936,S_Shelf,17,II
cg08758252,,3,II
cg20994720,,1,II
cg05252958,,11,II
cg09867133,,1,II
cg10603481,S_Shore,12,I
cg09945147,,14,II
cg18061904,Island,2,II
cg13640071,,X,I
cg22694935,S_Shore,15,II
cg27500856,S_Shore,3,II
cg14924091,N_Shore,15,II
cg15076631,,15,II
cg09230950,,X,II
cg25845137,,15,II
cg24248713,Island,18,II
cg19357416,N_Shore,8,II
cg03619568,N_Shore,5,II
cg22165081,,15,II
cg23338755,Island,2,I
cg12743978,Island,21,II
cg19365843,Island,19,I
cg21317279,S_Shelf,6,II
cg05832377,,20,II
cg18938469,Island,14,I
cg05953676,,5,II
cg07010359,Island,1,I
cg00137385,Island,18,II
cg11302293,,4,II
cg13769139,,1,II
cg24536200,Island,6,I
cg06472423,Island,10,II
cg06720082,,22,II
cg22478417,,18,II
cg13985534,S_Shore,X,II
cg17736936,,14,II
cg00086171,,12,II
cg02292988,,6,II
cg11612843,,6,II
cg26994693,,4,II
cg16683073,,8,II
cg12103824,,X,II
cg04593276,,3,II
cg18653386,,12,II
cg05229802,N_Shelf,16,II
cg14700325,N_Shelf,17,II
cg10616795,,5,I
cg03253625,S_Shore,12,II
cg00803825,,8,II
cg00522018,Island,9,II
cg02671941,,17,II
cg02684208,,8,II
cg25042436,,11,II
cg16407139,S_Shore,10,II
cg11747349,S_Shore,6,I
cg16363708,,16,II
cg15095327,,3,II
cg20878058,,17,II
cg00927211,Island,20,II
cg04857172,,16,II
cg19005380,,5,II
cg25639848,N_Shelf,20,II
cg04514415,,17,II
cg19776306,,5,II
cg00361065,,15,II
cg14369228,,X,II
cg19540690,,7,II
cg17002510,,8,II
cg12682367,,13,II
cg09933666,N_Shore,16,II
cg08212230,,5,II
cg09149525,,11,II
cg07876898,,12,II
cg08858723,,8,II
cg23319085,S_Shore,2,II
cg26981432,,8,II
cg22995106,S_Shore,16,II
cg08057896,N_Shelf,19,II
cg09868152,,4,II
cg01432609,,17,II
cg09687946,,20,II
cg08113657,,7,II
cg00872144,,20,II
cg00837434,Island,15,II
cg02062196,S_Shore,20,II
cg15730546,N_Shelf,19,II
cg03116424,Island,1,II
cg00281149,,17,II
cg04083006,,11,II
cg05415378,Island,1,II
cg15687600,Island,1,II
cg26697530,,3,II
cg23055914,Island,8,II
cg08354281,Island,5,I
cg20613147,,7,II
cg25076272,,11,II
cg24289314,N_Shore,10,II
cg22782812,N_Shore,19,II
cg15580458,,10,II
cg25620010,,2,II
cg19789505,,1,II
cg07464200,N_Shore,15,II
cg09929941,,X,II
cg23230209,S_Shore,19,II
cg20476319,Island,12,I
cg27133493,,16,II
cg12790698,,15,II
cg25731924,,8,II
cg14192428,,16,II
cg25189059,,11,II
cg24274272,,17,I
cg12697789,,4,II
cg18240433,,1,II
cg26033202,,12,II
cg00181419,,16,II
cg25802465,,13,II
cg24694944,,7,II
cg25730208,,14,II
cg03015278,,2,II
cg04887078,,10,II
cg18436735,,11,II
cg15765694,S_Shore,9,II
cg14206962,Island,15,I
cg20138055,,8,II
cg02674055,,10,II
cg07482296,N_Shore,2,II
cg26826402,,13,II
cg23172907,,1,II
cg15336705,,11,II
cg23389079,,6,II
cg04147160,N_Shelf,8,II
cg20241270,Island,3,II
cg04579291,,8,II
cg05438708,,16,I
cg05251669,Island,18,I
cg22494035,Island,15,II
cg11103467,,9,II
cg07612728,N_Shore,20,II
cg13779451,,2,II
cg22379939,,1,II
cg15115816,,1,II
cg11793332,,13,II
cg26127201,,8,II
cg18073514,N_Shore,19,II
cg26321407,,20,II
cg14445047,N_Shore,9,II
cg25256538,,6,II
cg12684183,,3,II
cg16452840,Island,11,I
cg19107109,,5,II
cg04096365,N_Shore,19,II
cg04434154,S_Shore,17,II
cg27341789,,4,II
cg13315087,,5,II
cg03871460,N_Shore,13,II
cg09222585,,9,II
cg14876571,,9,II
cg17047882,Island,6,II
cg12003804,,3,II
cg24315340,S_Shore,6,II
cg18487515,Island,19,II
cg23465999,,2,II
cg21821935,,18,II
cg24217144,,6,II
cg10802974,N_Shelf,17,II
cg13937758,,6,II
cg00459299,,1,II
cg21943052,,X,II
cg07842022,,20,II
cg25423732,,2,I
cg03683199,N_Shore,1,II
cg26220122,,7,II
cg05474889,N_Shore,15,II
cg12848631,,3,II
cg17686430,,X,II
cg12806353,,3,II
cg17104214,,2,II
cg26496035,,19,II
cg19847340,,11,II
cg14355661,,1,II
cg25570222,,2,II
cg21115584,,16,II
cg03798852,Island,2,II
cg13589318,Island,9,I
cg03131763,,14,II
cg18623216,,3,II
cg11057783,,19,II
cg03501075,S_Shore,4,II
cg21752825,N_Shore,19,II
cg10090585,S_Shore,X,II
cg10212672,,12,II
cg23473443,,19,II
cg06128521,,17,II
cg04477675,Island,6,II
cg00334961,,8,II
cg01141645,S_Shore,8,II
cg12511800,Island,12,II
cg06197885,N_Shelf,8,II
cg22361979,,3,II
cg00850381,,2,II
cg02727252,S_Shore,1,II
cg14407100,N_Shelf,3,II
cg14889643,Island,18,I
cg02432502,,1,II
cg20207475,,1,II
cg25305993,S_Shore,1,II
cg22818913,Island,6,I
cg11244651,,8,II
cg11639001,N_Shore,11,II
cg25864358,,11,II
cg06306968,,X,II
cg17804981,,2,II
cg23363196,,9,II
cg16999099,Island,1,II
cg24249779,,1,II
cg02502145,,2,II
cg04115659,Island,10,I
cg10030624,,6,II
cg22038981,,18,II
cg08436734,,2,II
cg20141502,,16,II
cg24051798,N_Shelf,1,II
cg14301774,,12,II
cg17897688,,2,I
cg05173079,S_Shore,3,II
cg07508006,,2,II
cg12118371,,14,II
cg24614770,S_Shelf,6,II
cg03195147,N_Shelf,3,II
cg00016783,,2,II
cg15153992,,20,II
cg24220178,Island,17,I
cg04553559,Island,8,II
cg07636845,,17,II
cg03237342,,15,II
cg00982214,S_Shore,1,II
cg23014549,,1,I
cg09058955,,2,II
cg25994616,S_Shelf,6,I
cg25534694,,7,II
cg05284666,Island,17,II
cg26033513,Island,3,I
cg13728768,,5,II
cg06375062,,2,II
cg22275314,,4,I
cg10119804,,11,II
cg26951705,Island,19,I
cg08069163,,16,II
cg24076069,,3,II
cg15777623,,11,II
cg12142354,,12,I
cg07166409,N_Shore,2,II
cg23205401,,14,II
cg03269274,N_Shore,8,II
cg02731636,,2,II
cg20174708,,X,II
cg01386868,Island,19,II
cg17017278,Island,10,II
cg00912407,,16,II
cg00251270,,10,II
cg21661027,N_Shore,18,II
cg10070515,,2,II
cg09377736,,7,II
cg08686995,Island,7,II
cg16095542,Island,1,I
cg09073308,,5,II
cg16831065,N_Shore,17,II
cg17181121,,9,II
cg17208748,,3,II
cg27027631,,7,II
cg24812136,,1,II
cg01603508,S_Shore,16,I
cg24772412,,11,II
cg06814612,,1,II
cg08177063,Island,7,I
cg17270843,Island,10,I
cg10985228,,X,II
cg14077832,,1,II
cg05180995,,11,II
cg03009464,Island,1,I
cg07939831,,20,II
cg20113880,,15,II
ch.8.885117R,,8,II
cg10307580,N_Shore,15,II
cg01292626,N_Shore,20,II
cg13101429,,8,II
cg07050440,,4,II
cg14780276,,4,II
cg05578452,,5,I
cg11908041,,6,II
cg23999391,N_Shore,11,II
cg18365536,,6,II
cg14421503,S_Shore,12,II
cg01586952,N_Shore,1,II
cg24629160,Island,5,I
cg10455196,,22,II
cg23330281,,11,II
cg18677834,S_Shelf,6,II
cg14074428,N_Shelf,5,II
cg03995228,Island,2,II
cg17009635,,1,II
cg03428375,Island,10,II
cg03372042,,7,II
cg13445376,,16,II
cg20389361,,1,II
cg09264584,,6,II
cg03106600,S_Shore,9,II
cg06784507,,5,II
cg12429629,,15,II
cg17021478,Island,16,I
cg14837148,,15,II
cg19892433,N_Shore,11,II
cg07519229,N_Shore,22,II
cg05523680,,2,II
cg14314818,Island,8,II
cg18459040,,14,II
cg10938046,N_Shore,6,II
cg27000612,,2,II
cg13945301,Island,2,II
cg26732920,,14,II
cg11959387,,19,II
cg21411008,N_Shelf,7,II
cg04863411,,8,II
cg27439462,,7,II
cg05791142,S_Shelf,1,II
cg19601636,N_Shelf,22,II
cg05103733,,19,II
cg22492020,N_Shore,15,II
cg09550686,,4,II
cg14239346,Island,15,II
cg10858077,,X,II
cg15926671,Island,14,I
cg17193220,,15,II
cg24247857,,X,II
cg20757526,Island,17,II
cg05720478,Island,17,I
cg02607130,Island,19,II
cg14665028,Island,2,II
cg07135161,,12,II
cg20711299,,1,II
cg02491853,,X,II
cg14591730,,11,II
cg24685755,Island,19,I
cg01429844,,12,II
cg13857429,,2,II
cg14893511,,16,II
cg24863484,,17,II
cg17231494,,7,II
cg20269607,,7,II
cg15578176,N_Shore,1,II
cg19159853,N_Shore,2,II
cg13215369,,1,II
cg15325042,N_Shore,12,II
cg01618781,Island,21,I
cg03337536,,2,II
cg04402945,,10,II
cg04747693,S_Shore,16,II
cg05660914,,8,II
cg15589930,S_Shore,1,II
cg10424795,S_Shelf,4,II
cg11184091,Island,9,I
cg04341806,,13,II
cg07469030,N_Shore,6,II
cg24705331,N_Shore,10,II
cg10076068,Island,8,II
cg24597352,,9,II
cg24489253,,4,II
cg14371329,N_Shore,18,II
cg11423183,,9,II
cg10952205,,10,II
cg04362560,Island,20,I
cg19987219,,1,II
cg01163173,,12,II
cg22568593,,10,II
cg03802817,S_Shore,2,II
cg19995828,N_Shore,4,I
cg14434898,S_Shore,11,II
cg17460441,Island,2,I
cg26618039,Island,16,II
cg13048261,,8,II
cg14534354,,1,II
cg22574343,,6,II
cg15842216,S_Shore,1,II
cg11034619,,10,II
cg05000150,N_Shore,16,II
cg08065048,N_Shelf,15,II
cg24900205,,1,II
cg27594073,,17,II
cg14978267,N_Shore,1,II
cg13251913,,16,II
cg00120103,,10,II
cg25350798,,3,II
cg02539505,,10,II
cg20838362,N_Shelf,1,II
cg17531698,,8,II
cg21379953,,3,II
cg12497692,N_Shelf,19,II
cg00259785,Island,19,II
cg26264314,,19,II
cg22822673,,6,II
cg10123842,,3,II
cg26411841,Island,7,I
cg03890368,Island,22,I
cg01441798,S_Shore,8,II
cg18335796,,8,II
cg17008434,,4,II
cg06703566,S_Shore,X,II
cg01045442,,16,II
cg01209118,,6,II
cg06074958,N_Shore,12,II
cg04844574,,12,II
cg20841215,,18,II
cg07018790,,5,II
cg24150623,,11,I
cg11284929,,14,II
cg06678005,S_Shore,10,II
cg23227653,,8,II
cg01953429,S_Shore,4,I
cg08700190,S_Shore,5,II
cg20418715,,11,II
cg18721888,N_Shore,6,II
cg00423030,Island,17,II
cg06840327,,4,II
cg18162091,S_Shore,12,II
cg13286620,,3,II
cg07728084,,10,I
cg21006470,,20,II
cg19472254,S_Shore,19,II
cg10946893,,2,II
cg00994941,S_Shore,1,II
cg01235197,Island,19,II
cg20658027,,2,II
cg07423205,Island,5,II
cg22173931,,10,II
cg12432517,,13,II
cg24590655,,3,II
cg27245656,,18,II
cg21983151,S_Shore,7,II
cg05125693,S_Shore,10,II
cg07411412,,6,II
cg00299543,S_Shore,10,II
cg14286594,,4,II
cg10079027,N_Shelf,16,II
cg01250973,S_Shore,16,II
cg15988320,N_Shelf,5,II
cg23591536,,12,II
cg20788115,N_Shelf,15,II
cg07406419,,2,II
cg27099896,Island,1,I
cg15411901,S_Shore,16,II
cg05209534,,15,II
cg11885602,S_Shelf,5,II
cg15257489,S_Shelf,8,II
cg04546165,N_Shore,1,II
cg13554921,N_Shore,2,II
cg14297460,,6,II
cg01001659,,X,II
cg25180075,Island,2,I
cg01148282,,17,II
cg01642070,Island,8,I
cg01041674,,18,II
cg24472244,,3,II
cg13063198,,11,II
cg23903076,Island,11,II
cg22278827,,4,II
cg22802716,,15,II
cg20847455,Island,17,I
cg02787230,,12,II
cg26230674,Island,19,I
cg04541474,Island,1,II
cg02173977,,14,II
cg12513294,,11,II
cg06156176,,6,II
cg08161158,Island,1,I
cg00462311,N_Shore,14,II
cg15951362,Island,6,II
cg27493839,,2,II
cg15754248,,10,II
cg08165291,S_Shore,17,II
cg14744517,,19,II
cg02574410,Island,1,II
cg00690392,,1,II
cg18016071,,13,II
cg27186103,,20,II
cg09051775,Island,16,I
cg13901137,,13,I
cg22114267,,10,II
cg00500564,Island,10,II
cg06215139,S_Shore,9,II
cg24513997,,15,II
cg04664126,N_Shore,6,II
cg26465715,N_Shelf,10,II
cg11747279,,17,II
cg17964466,,11,II
cg20618996,,20,II
cg11771210,,6,II
cg04058498,,11,II
cg08339762,,19,II
cg06061755,,2,II
cg26729372,Island,10,I
cg17658002,S_Shore,19,II
cg18646365,N_Shore,15,II
cg17671326,,1,II
cg03392038,Island,12,I
cg00902417,,17,II
cg03335886,,13,II
cg10844594,,2,II
cg01436920,,2,II
cg17235287,,13,II
cg11300930,N_Shelf,17,II
cg22971594,,14,II
cg02313166,,1,II
ch.6.105025291R,,6,II
cg21891377,,20,II
cg03576137,,6,II
cg16997650,N_Shelf,13,II
cg06642082,,6,II
cg02562579,,15,II
cg19235908,,2,II
cg17902117,,15,II
cg01541398,Island,17,I
cg11944757,Island,10,II
cg10312464,N_Shelf,12,II
cg05770241,Island,12,I
cg05133853,,11,II
cg23229099,N_Shore,10,II
cg19051238,,12,II
cg01325599,,3,II
cg10879348,,2,II
cg06032329,Island,6,II
cg15018670,S_Shelf,16,II
cg03729288,Island,17,I
cg00998735,S_Shelf,2,II
cg22684387,,10,II
cg20093937,S_Shelf,21,II
cg15030449,S_Shelf,1,I
cg14364065,,11,II
cg26076570,,20,II
cg05679428,,2,II
cg26773293,N_Shore,1,II
cg08137085,N_Shelf,7,II
cg11178985,N_Shore,1,II
cg18816244,S_Shore,20,II
cg09832276,,14,II
cg12590845,Island,X,II
cg14916389,,7,II
cg11116018,S_Shore,15,II
cg09972884,Island,16,I
cg19845820,,4,II
cg00727310,Island,2,II
cg16639057,,5,II
cg00294898,Island,3,I
cg00496121,,14,II
cg18268562,Island,11,II
cg16492417,,14,II
cg14002385,,11,II
cg11750747,N_Shelf,9,II
cg27530316,S_Shore,19,II
cg03150515,,8,II
cg21910302,Island,16,I
cg08965387,,17,II
cg27297753,Island,3,I
cg17787343,,6,II
cg26855690,,12,II
cg12994003,Island,1,II
cg21729897,,10,II
cg01713890,,X,II
cg00592494,N_Shore,X,II
cg24425984,N_Shelf,17,II
cg26783160,,8,I
cg19359439,,6,II
cg23285061,,6,II
cg13169132,N_Shore,1,I
cg12441669,,5,I
cg14779557,,6,II
cg06390790,N_Shelf,17,II
cg11820734,S_Shelf,2,II
cg21786349,Island,20,I
cg01610728,N_Shore,20,II
cg17608635,,18,II
cg16042206,,20,II
cg09301254,N_Shore,19,I
cg09829164,N_Shelf,7,I
cg08086949,,12,II
cg08021779,N_Shore,3,II
cg23031748,,14,II
cg00263425,,4,II
cg18554917,,5,II
cg18865814,,15,II
cg13695587,,10,II
cg02426093,S_Shore,6,II
cg02716833,N_Shelf,12,II
cg00245746,N_Shore,2,II
cg08580254,S_Shelf,17,II
cg04949507,,10,II
cg15726532,Island,17,I
cg07678273,,3,II
cg11446604,,16,I
cg22427458,,2,II
cg09947585,,2,II
cg05202822,,19,II
cg14488529,,X,II
cg17287034,,10,II
cg00271682,Island,12,II
cg06992027,Island,1,II
cg10663983,S_Shore,20,II
cg05957119,,3,II
cg11436333,,2,II
cg26987699,S_Shore,18,II
cg13514951,,1,II
cg20734982,,7,II
cg15523936,,13,II
cg03658557,,4,II
cg03210191,N_Shore,X,II
cg24873256,N_Shore,2,II
cg01294327,Island,19,II
cg02062230,Island,4,II
cg21660887,,3,II
cg07387335,,15,I
cg21212931,,3,II
cg22082601,,17,II
cg15153264,,10,II
cg03400623,,1,II
cg01123250,Island,2,II
cg16126854,,14,II
cg03175785,,5,II
cg27408238,,7,I
cg21305452,Island,1,II
cg14011229,S_Shore,10,II
cg14258312,,2,II
cg06271190,,17,II
cg12714338,,1,II
cg13813813,Island,20,II
cg00779167,N_Shelf,1,II
cg26843486,S_Shelf,7,I
cg09083958,N_Shore,12,II
cg18786643,,1,II
cg10196737,,7,II
cg08869137,,14,II
cg10236302,,15,II
cg25038670,,15,II
cg17141978,,10,II
cg12345949,,2,II
cg08880423,,12,II
cg26279708,Island,11,II
cg12339809,Island,18,II
cg22438847,,8,II
cg16561561,,2,II
cg25192435,S_Shelf,5,II
cg02567139,,7,II
cg22290935,,1,II
cg00622749,,10,II
cg07822180,,2,II
cg27049094,,2,II
cg02874691,N_Shore,3,II
cg17044700,,7,II
cg14856696,,6,II
cg15453097,,16,II
cg08840298,,9,II
cg06843147,,2,II
cg06297175,S_Shore,16,II
cg12321934,,19,II
cg02373664,,8,II
cg14835473,,3,II
cg14283475,S_Shore,12,I
cg02096790,N_Shore,16,II
cg15904955,N_Shore,1,II
cg22060611,Island,5,II
cg18772231,N_Shore,12,I
cg01792592,,1,II
cg20509726,,2,II
cg08749576,,6,II
cg15714846,Island,2,I
cg17618939,,5,II
cg21982924,,6,II
cg13749033,S_Shelf,17,II
cg22172600,,7,II
cg14259594,Island,22,II
cg23541568,,5,II
cg14257593,Island,9,I
cg15501751,,1,II
cg08041736,,5,II
cg17401045,,4,II
cg16390928,,20,II
cg14142846,,6,II
cg05374032,S_Shore,19,II
cg20085603,,12,II
cg05718389,S_Shore,15,I
cg08162222,N_Shore,12,II
cg16599770,Island,1,I
cg06044537,,9,II
cg05160420,,20,II
cg05581415,N_Shore,16,II
cg03984604,N_Shelf,1,II
cg02221295,S_Shelf,4,II
cg15859167,,1,II
cg13108601,Island,6,II
cg20946277,Island,16,II
cg07629149,,10,I
cg15027359,,17,II
cg06516502,Island,22,I
cg07463799,,12,II
cg16304167,S_Shelf,9,II
ch.1.233191923R,,1,II
cg02134819,N_Shore,1,II
cg08015801,,6,II
cg22927789,N_Shore,12,II
cg07135324,,3,II
cg12156500,S_Shelf,17,II
cg21545013,S_Shelf,1,II
cg25979376,,7,II
cg03870188,N_Shelf,13,II
cg05584188,,5,II
cg22312091,,8,II
cg06783831,Island,15,II
cg00407089,,X,II
cg15825171,,3,II
cg07301720,,11,II
cg23756763,,2,II
cg27615293,,7,II
cg14922935,,14,II
cg12244938,,1,II
cg13651693,,5,II
cg01828334,Island,6,II
cg05848485,N_Shore,14,II
cg21691312,,4,II
cg01809854,N_Shelf,13,II
cg18970800,Island,14,II
cg05779527,S_Shore,16,II
cg26655325,,18,II
cg16919348,,22,II
cg27183737,Island,10,II
cg07546139,Island,5,II
cg02180714,,4,II
cg22833485,,16,II
cg08744010,Island,5,II
cg14099345,S_Shore,9,II
cg27375463,,2,II
cg22032946,S_Shore,17,II
cg11374596,,2,II
cg13028250,Island,17,II
cg22435815,Island,13,I
cg26478300,,1,II
cg02404326,Island,2,II
cg23702073,Island,1,I
cg09014478,Island,11,I
cg09026787,,6,II
cg14612748,,13,II
cg21063716,Island,11,I
cg01470719,,12,II
cg09837169,,6,II
cg06248767,,8,I
cg14453565,,2,II
cg18491513,,4,II
cg15166060,,16,II
cg18638981,,4,II
cg01504705,,4,II
cg04822806,,2,II
cg09095678,,4,II
cg23419907,,2,II
cg24611608,,8,II
cg00907473,N_Shore,1,I
cg05575220,S_Shelf,3,II
cg04699955,N_Shore,15,II
cg20408118,,17,II
cg12737268,,1,II
cg04208666,,6,I
cg16086640,,19,II
cg11314379,,19,II
cg07081203,,19,II
cg26092988,,6,I
cg21584457,,2,I
cg05356648,,8,II
cg05873285,Island,6,I
cg16289929,N_Shore,5,II
cg05715165,,4,II
cg16054502,,1,II
cg17861810,,3,II
cg05557618,S_Shore,9,II
cg05865679,N_Shore,17,I
cg23591611,Island,12,II
cg22587293,S_Shore,2,II
cg20127288,,3,I
cg24693695,Island,5,II
cg24263992,,10,II
cg20515911,,1,II
cg20951645,,X,II
cg18056957,,19,II
cg16016431,N_Shore,11,II
cg05458815,,2,II
cg09583915,,12,II
cg01119903,,7,II
cg23695990,,12,II
cg12480375,,6,II
cg03721058,Island,3,II
cg21845713,Island,11,II
cg20906621,S_Shore,3,II
cg04955232,N_Shelf,5,II
cg01117623,,7,II
cg07814572,N_Shore,16,II
cg07479709,,17,II
cg07707172,,2,II
cg10600129,,1,II
cg00149121,,12,II
cg10285495,,3,II
cg13839833,,11,II
cg09374375,Island,6,II
cg21730926,,14,II
cg27131663,Island,6,II
cg21210531,,1,I
cg07644368,S_Shore,5,II
cg00488501,S_Shore,11,II
cg01355141,N_Shelf,2,II
cg23739036,Island,1,II
cg11765671,N_Shore,7,I
cg15566921,,13,II
cg00733115,,6,II
cg05121723,,8,II
cg00561527,S_Shore,19,II
cg07500325,Island,21,II
cg17972391,,9,II
cg15139162,S_Shore,1,II
cg08434234,Island,7,I
cg05736779,N_Shelf,2,II
cg14383185,,15,II
cg11100228,S_Shore,5,II
cg02677198,S_Shelf,20,II
cg27441006,,20,II
cg12117407,,1,II
cg05067766,,3,II
cg19315854,,11,II
cg08969855,,16,II
cg23643431,,16,II
cg15387132,Island,6,II
cg24721120,,6,II
cg12770692,,16,II
cg02700271,,4,II
cg11275685,N_Shore,2,II
cg13912035,Island,5,I
cg09701422,,14,II
cg13639866,,14,II
cg03871866,,21,II
cg07635888,Island,X,II
cg02227919,N_Shore,2,I
cg05951864,Island,11,II
cg07742459,,2,II
cg21221511,,2,II
cg00382709,,X,II
cg03545643,,8,II
cg02734472,Island,16,II
cg00349495,S_Shore,16,II
cg06878786,,18,II
cg07220152,,6,II
cg14989316,,10,II
cg23003085,N_Shore,11,II
cg20871964,N_Shelf,2,II
cg16822882,,22,II
cg08481176,,15,II
cg19128802,S_Shelf,6,II
cg26174326,N_Shelf,6,II
cg22039275,S_Shore,11,II
cg22480555,Island,22,II
cg25460859,,1,II
cg07898949,N_Shore,17,II
cg12450012,,11,II
cg03529900,S_Shore,4,II
cg20824932,,6,II
cg06478987,,5,II
cg18941322,,6,II
cg11935018,Island,5,I
cg01238271,Island,11,II
cg00330464,Island,19,II
cg02040583,N_Shore,15,II
cg16857868,Island,16,II
cg19487465,S_Shore,6,II
cg20872261,,11,II
cg00851738,,4,II
cg13232468,,3,II
cg12469633,,22,II
cg07948194,N_Shore,1,II
cg15066463,S_Shore,2,II
cg08254822,,5,II
cg06710900,Island,3,II
cg26734232,,8,II
cg23190972,,5,II
cg20086208,Island,16,I
cg22710391,N_Shore,X,I
cg21736378,,9,II
cg25484519,Island,12,I
cg26680187,,2,II
cg27464711,Island,12,I
cg24102761,Island,10,I
cg01485838,,14,II
cg02326794,,1,II
cg11358119,,6,II
cg23806064,,4,II
cg13490670,N_Shelf,19,II
cg12323274,Island,18,II
cg23861834,,10,II
cg24487583,,17,II
cg11625476,,17,II
cg07634050,,4,II
cg00804794,,6,II
cg01528369,N_Shelf,14,II
cg14527280,S_Shore,6,I
cg13536939,,22,II
cg05793340,Island,1,I
cg24546083,Island,1,I
cg19703181,,10,II
cg11674404,Island,4,II
cg23871411,,9,II
cg27054560,,4,II
cg04960989,S_Shore,6,II
cg02776913,,1,II
cg12573843,,12,II
cg24935288,,4,II
cg07825294,N_Shelf,19,II
cg03359704,,6,I
cg02360002,S_Shore,6,II
cg02822341,S_Shore,4,II
cg02259649,N_Shore,16,II
cg13012015,,2,II
cg14256046,,12,II
cg15113803,,3,II
cg05517541,,6,II
cg00825597,S_Shore,10,II
cg04843900,Island,20,I
cg17581433,,6,II
cg19893438,,2,II
cg05921699,,19,II
cg02907489,,22,II
cg10657940,,10,II
cg02611466,,7,II
cg04478046,,6,II
cg26677288,,1,II
cg20174000,N_Shore,9,II
cg03184243,N_Shelf,8,II
cg26193038,,16,II
cg27295434,S_Shore,1,II
cg00622389,,X,I
cg14396995,S_Shore,7,II
cg15723872,,13,II
cg06291107,S_Shore,20,II
cg02601061,,7,II
cg25628542,,4,II
cg18986335,,3,II
cg21152488,N_Shore,11,I
cg19331059,,6,II
cg03846881,,15,II
cg12633918,,20,II
cg13230996,,1,II
cg10427062,,5,II
cg13621396,N_Shore,4,II
cg22442407,,4,II
cg08974300,,16,II
cg09308008,,6,II
cg02618547,N_Shelf,9,II
cg14072564,Island,7,II
cg19834377,,12,II
cg16885368,,7,II
cg17154159,,6,II
cg15764949,,15,II
cg01488651,S_Shore,17,II
cg06932780,N_Shore,7,II
cg08724284,,8,II
cg00113363,Island,3,I
cg14357425,,8,II
cg06046805,,5,II
cg14522298,,7,II
cg22939949,N_Shore,4,II
cg14515135,,16,II
cg16449187,N_Shore,6,I
ch.9.2295001F,,9,II
cg20491328,Island,1,II
cg08728384,,13,II
cg19537284,,16,II
cg05299847,N_Shore,21,II
cg06387943,,12,II
cg14489205,,1,II
cg11126068,Island,11,II
cg05845435,,10,II
cg14439629,S_Shore,11,I
cg01807241,Island,4,II
cg21277945,,21,II
cg04924375,,6,II
cg19275175,,16,II
cg02402935,,3,II
cg00674864,Island,1,I
cg00362439,,9,II
cg25565793,,14,II
cg11060907,,12,II
cg14565408,,12,I
cg07212449,,3,II
cg11670969,S_Shore,1,II
cg00308519,S_Shore,17,II
cg08925551,,3,II
cg15770599,S_Shelf,3,II
cg22979812,,7,II
cg21357383,,6,II
cg25582541,,3,II
cg05171129,,6,II
cg12244013,,2,II
cg09725546,Island,7,I
cg10054501,N_Shore,12,II
cg07665458,S_Shelf,1,II
cg06910694,,4,II
cg23654767,,2,I
cg12777367,,10,II
cg00360939,S_Shore,7,II
cg00278028,Island,22,I
cg12947589,,2,II
cg02934657,,9,II
cg00335360,,12,II
cg06759423,,18,II
cg09978965,,17,II
cg00965985,N_Shore,3,II
cg27057201,,9,II
cg08872353,N_Shelf,15,II
cg14582049,,4,II
cg24510179,,19,II
cg00097432,,3,II
cg06521647,,17,II
cg06011285,Island,1,II
