IlmnID,Infinium_Design_Type,CHR,MAPINFO,Relation_to_UCSC_CpG_Island
cg04016485,II,12,26244324,
cg04017193,I,12,34319822,Island
cg04018214,II,12,91572199,
cg04018622,II,12,3602291,Island
cg04019438,II,12,49629133,S_Shore
cg04020713,II,12,53457968,
cg04020735,II,12,131389278,Island
cg04020792,I,12,110778514,
cg04020999,I,12,110352548,
cg04023602,II,12,72601581,
cg04023742,II,12,133303089,N_Shore
cg04024800,II,12,4256014,
cg04024827,II,12,54454163,N_Shore
cg04025761,II,12,111514551,
cg04027548,I,12,21926447,
cg04027781,II,12,133219074,
cg04028167,II,12,76107548,
cg04029483,II,12,15943686,S_Shore
cg04032071,II,12,54376241,N_Shelf
cg04033390,I,12,128887209,
cg04033850,II,12,49695016,S_Shelf
cg04034767,I,12,52400907,Island
cg04036049,I,12,57923710,
cg04036777,II,12,49942787,Island
cg04040991,II,12,28104991,
cg04041568,II,12,132979486,N_Shelf
cg04041679,II,12,118537229,N_Shelf
cg04043695,II,12,129287642,
cg04043816,II,12,57870181,Island
cg04043892,I,12,120653430,S_Shore
cg04044684,II,12,133464857,Island
cg04046238,II,12,96537929,
cg04046364,II,12,58210661,
cg04048411,I,12,94541943,Island
cg04050068,II,12,53227816,
cg04050315,II,12,127212034,N_Shore
cg04051152,II,12,12418005,N_Shore
cg04051396,II,12,93130178,
cg04051446,I,12,57119348,Island
cg04052606,II,12,122666575,N_Shore
cg04053108,I,12,6166028,Island
cg04053571,II,12,132847770,Island
cg04053798,II,12,47219705,
cg04054313,II,12,129337897,Island
cg04056875,II,12,50101363,Island
cg04057956,II,12,6339200,
cg04059714,II,12,124155594,Island
cg04060317,II,12,5603248,N_Shore
cg04061752,II,12,19350090,
cg04062576,II,12,53496842,
cg04062767,II,12,130958162,
cg04062907,II,12,110841545,Island
cg04063615,II,12,132293388,N_Shore
cg04063896,II,12,104565784,
cg04065151,II,12,53682969,
cg04065206,I,12,109973212,
cg04065880,I,12,133142070,S_Shore
cg04068497,II,12,75905048,N_Shore
cg04070215,II,12,110267916,N_Shelf
cg04070601,II,12,50067887,
cg04070651,II,12,54611596,Island
cg04070728,II,12,131213065,
cg04074153,II,12,29568207,
cg04074481,II,12,4917740,N_Shore
cg04075738,II,12,130571303,
cg04076371,II,12,132991625,S_Shore
cg04076613,II,12,49396120,S_Shelf
cg04076774,II,12,107954581,
cg04078634,I,12,92317757,
cg04078728,II,12,13348620,
cg04080080,II,12,247459,Island
cg04080448,II,12,97924358,
cg04088433,II,12,91576441,
cg04091078,II,12,20848285,
cg04092076,II,12,31742979,Island
cg04094478,II,12,47220092,
cg04100595,II,12,27615138,
cg04100724,II,12,92539208,Island
cg04101117,II,12,42719598,N_Shore
cg04101351,II,12,20522672,Island
cg04102199,II,12,94136269,
cg04105166,II,12,6836105,S_Shelf
cg04105511,II,12,54409207,S_Shore
cg04106436,II,12,8665373,
cg04106489,II,12,118499294,Island
cg04107639,I,12,123341681,
cg04108502,II,12,56360908,Island
cg04109278,II,12,57522290,S_Shore
cg04112431,II,12,108079651,Island
cg04113200,II,12,131303774,Island
cg04114121,II,12,132632581,N_Shore
cg04114143,II,12,52419282,S_Shore
cg04115878,II,12,131124403,N_Shore
cg04116756,II,12,125131234,
cg04117338,II,12,94071150,N_Shore
cg04118006,II,12,58218059,
cg04118035,II,12,9501845,
cg04118062,I,12,132822560,Island
cg04118464,II,12,120740050,
cg04118741,II,12,12551013,
cg04122601,II,12,10826785,Island
cg04123409,II,12,113841617,
cg04123507,II,12,52695270,N_Shore
cg04125099,II,12,104610064,Island
cg04140754,II,12,124196328,N_Shore
cg04141129,II,12,32530696,
cg04141250,II,12,120729794,
cg04141261,II,12,125308274,
cg04142413,II,12,27863218,N_Shore
cg04144321,I,12,116971094,
cg04144604,I,12,129415703,
cg04149773,II,12,49179923,N_Shelf
cg04150382,I,12,121533801,Island
cg04150488,II,12,58799794,
cg04150927,II,12,111369226,
cg04151692,II,12,34546775,
cg04152629,I,12,49211867,N_Shore
cg04153135,II,12,6881118,N_Shore
cg04153241,II,12,133562589,N_Shore
cg04153838,II,12,115132015,S_Shore
cg04154903,I,12,49374320,Island
cg04155231,II,12,9217510,Island
cg04157308,I,12,19459301,Island
cg04158018,II,12,54696210,
cg04162059,II,12,64784177,Island
cg04166115,I,12,125671104,Island
cg04169908,II,12,112280231,Island
cg04171308,II,12,112856542,Island
cg04184278,II,12,21757759,
cg04186868,II,12,57611144,Island
cg04193484,I,12,57620856,S_Shore
cg04195263,II,12,133215947,
cg04195892,II,12,111757755,Island
cg04199354,II,12,94655935,
cg04199609,II,12,6310100,Island
cg04202120,II,12,31883115,S_Shore
cg04203883,II,12,54367822,Island
cg04207741,I,12,57482553,Island
cg04211745,II,12,92539575,Island
cg04212568,II,12,123874243,Island
cg04214075,II,12,133707593,Island
cg04217706,II,12,126676139,Island
cg04222307,II,12,133056857,Island
cg04225197,II,12,56757806,S_Shelf
cg04226314,II,12,125445693,
cg04226542,II,12,64173449,Island
cg04227871,II,12,131002792,
cg04227945,II,12,243842,N_Shelf
cg04227961,II,12,113541993,Island
cg04228042,II,12,14996527,
cg04228764,II,12,53614500,Island
cg04230029,II,12,116526034,
cg04230699,I,12,12849443,S_Shore
cg04231772,II,12,132638571,N_Shore
cg04231958,I,12,109915151,Island
cg04234016,II,12,7062109,
cg04235146,II,12,110718311,N_Shore
cg04236718,II,12,71834183,Island
cg04237898,I,12,105478329,Island
cg04240589,I,12,50017272,Island
cg04241286,I,12,109728241,N_Shore
cg04241722,I,12,6797909,N_Shore
cg04241835,II,12,50514093,
cg04243901,I,12,125441307,
cg04244494,II,12,510476,N_Shore
cg04244932,II,12,6304615,
cg04245097,II,12,5600445,N_Shelf
cg04247967,II,12,68038533,N_Shelf
cg04248512,II,12,133016503,S_Shore
cg04249305,I,12,132197229,S_Shore
cg04249559,I,12,655964,
cg04250155,II,12,30848063,N_Shore
cg04250181,II,12,20966524,
cg04250404,II,12,53273752,S_Shore
cg04250847,II,12,82152425,Island
cg04251307,II,12,10827012,S_Shore
cg04251872,II,12,93964403,Island
cg04252939,II,12,69206578,S_Shelf
cg04254119,II,12,4754247,N_Shelf
cg04254916,II,12,52914047,
cg04255733,II,12,3333936,
cg04255937,I,12,122269675,S_Shelf
cg04256238,II,12,133198063,S_Shore
cg04256697,II,12,120688557,
cg04257064,II,12,124835391,S_Shelf
cg04257163,II,12,89620072,
cg04257969,II,12,74932579,S_Shore
cg04261665,II,12,113622579,N_Shore
cg04270799,II,12,57944059,S_Shore
cg04277559,II,12,13069075,
cg04279139,II,12,27925367,
cg04279939,II,12,10876163,Island
cg04290586,II,12,108168987,Island
cg04291704,II,12,22199588,Island
cg04303901,II,12,97886312,
cg04313385,II,12,5603989,Island
cg04314261,II,12,10163030,
cg04319429,II,12,57941980,N_Shore
cg04320595,II,12,45458701,
cg04321714,II,12,58159999,Island
cg04325312,II,12,126346509,Island
cg04337542,II,12,1704080,Island
cg04339424,II,12,101673795,Island
cg04342895,II,12,112847041,Island
cg04344119,II,12,6716081,Island
cg04345366,II,12,132219026,N_Shore
cg04346366,I,12,117257441,Island
cg04346539,I,12,56211543,Island
cg04347477,I,12,125002007,Island
cg04347522,II,12,121409673,
cg04348201,II,12,113533150,S_Shore
cg04348296,II,12,120536813,Island
cg04348558,II,12,38531935,N_Shore
cg04349021,I,12,52281901,
cg04351062,II,12,24717058,S_Shore
cg04353660,II,12,123471054,Island
cg04354474,II,12,21810791,S_Shore
cg04355250,II,12,113796401,Island
cg04356090,I,12,129280133,N_Shore
cg04356180,II,12,6797663,N_Shore
cg04358741,II,12,49739537,Island
cg04371440,II,12,112819495,Island
cg04373948,II,12,90806795,
cg04375036,II,12,111181819,S_Shore
cg04375213,I,12,2113435,Island
cg04375284,I,12,6772547,Island
cg04375472,I,12,133613766,Island
cg04380213,II,12,109531595,S_Shore
cg04381298,I,12,133009956,Island
cg04381888,II,12,48195549,
cg04383703,II,12,133308700,Island
cg04385200,II,12,114030510,S_Shore
cg04385631,I,12,46385625,Island
cg04385875,I,12,70638001,S_Shore
cg04386563,II,12,130060028,
cg04388226,II,12,128366031,
cg04389422,II,12,24715564,Island
cg04389709,II,12,132969187,Island
cg04390143,II,12,105501270,N_Shore
cg04391401,II,12,114219823,
cg04393132,II,12,89746101,Island
cg04393339,II,12,130604991,
cg04393452,I,12,62404795,
cg04394707,II,12,85302937,N_Shelf
cg04395071,II,12,76100610,
cg04395822,II,12,75724017,Island
cg04395875,II,12,111722617,
cg04396185,I,12,53574334,Island
cg04396409,I,12,58005601,S_Shore
cg04396637,I,12,51477072,Island
cg04396850,II,12,127256977,
cg04397652,II,12,92880258,
cg04398275,II,12,123834817,
cg04398932,II,12,133656738,Island
cg04399418,I,12,4380271,Island
cg04400496,I,12,75057913,
cg04402351,II,12,19206894,
cg04402803,II,12,56109624,N_Shore
cg04402948,II,12,117613954,
cg04403415,II,12,124991087,
cg04403488,II,12,3579683,
cg04404310,I,12,132892133,
cg04404543,II,12,54019307,N_Shore
cg04404603,II,12,107365332,
cg04407317,II,12,4169698,
cg04407417,II,12,52228651,
cg04409030,II,12,93963292,N_Shore
cg04410862,II,12,77459091,Island
cg04411449,II,12,56501426,S_Shelf
cg04412648,II,12,8179016,
cg04413069,II,12,9800446,N_Shore
cg04413986,II,12,57119373,Island
cg04414975,II,12,130333815,
cg04415616,II,12,125509664,Island
cg04415672,I,12,58237706,N_Shore
cg04418091,II,12,54071168,Island
cg04420319,II,12,133562711,Island
cg04422896,I,12,121454269,Island
cg04427360,II,12,51347099,
cg04428616,II,12,27618903,
cg04435084,II,12,9800544,Island
cg04439561,II,12,5541403,Island
cg04442407,II,12,69633209,N_Shore
cg04450003,II,12,50355995,Island
cg04450876,II,12,54866945,
cg04452770,II,12,53267981,Island
cg04453352,II,12,122519951,S_Shelf
cg04454629,II,12,32851191,
cg04455164,II,12,64062564,Island
cg04455286,I,12,132348639,
cg04456029,I,12,113496126,S_Shore
cg04458985,I,12,5021107,Island
cg04460093,I,12,132879967,Island
cg04460668,II,12,122984780,N_Shore
cg04461678,II,12,127769663,
cg04462774,I,12,50368110,
cg04464465,II,12,123755775,Island
cg04464523,II,12,3948619,Island
cg04464946,I,12,71314528,
cg04465286,I,12,111807019,Island
cg04465834,II,12,123258933,
cg04466273,II,12,64845556,N_Shore
cg04468551,I,12,59990894,S_Shore
cg04468671,II,12,132337407,S_Shelf
cg04471192,II,12,125197501,
cg04471935,I,12,131518518,S_Shore
cg04472083,I,12,34547115,
cg04472592,II,12,52585786,
cg04473405,II,12,52762005,S_Shore
cg04473902,II,12,14721288,S_Shore
cg04474265,I,12,57940828,Island
cg04474280,II,12,132636088,Island
cg04475027,I,12,128752040,Island
cg04475037,I,12,124018492,Island
cg04475095,II,12,8596844,
cg04475708,I,12,120907891,Island
cg04475846,II,12,53046070,
cg04476839,II,12,66014369,
cg04477962,II,12,51317375,
cg04478727,I,12,58166393,Island
cg04479464,II,12,130670811,
cg04479580,II,12,6437908,N_Shore
cg04488758,II,12,95945366,S_Shelf
cg04499514,II,12,8219020,
cg04500099,II,12,95610991,Island
cg04508964,I,12,106977389,Island
cg04522374,I,12,9501783,
cg04522596,II,12,98878060,
cg04523690,I,12,122268735,S_Shelf
cg04524321,I,12,57916344,Island
cg04524478,II,12,81109664,N_Shore
cg04525892,II,12,65822627,
cg04525977,I,12,34362315,
cg04528829,II,12,115133294,N_Shelf
cg04529785,I,12,117799083,Island
cg04529865,II,12,132881276,Island
cg04530339,II,12,11800414,N_Shore
cg04530628,II,12,109003704,
cg04538585,II,12,71835737,S_Shore
cg04539155,II,12,122218947,
cg04539775,II,12,7287822,
cg04540442,I,12,34445809,
cg04543012,II,12,51566569,N_Shore
cg04543413,I,12,25055676,Island
cg04544533,II,12,124811985,S_Shore
cg04545296,I,12,48745243,S_Shore
cg04546292,I,12,12764792,Island
cg04546471,I,12,56510299,N_Shore
cg04548204,II,12,9162872,
cg04550398,II,12,50478856,N_Shore
cg04552132,II,12,97173788,
cg04552292,I,12,53587621,N_Shelf
cg04554217,II,12,56771656,
cg04554633,II,12,31477737,Island
cg04554802,II,12,132380744,Island
cg04554987,I,12,49110849,Island
cg04555312,II,12,54389114,Island
cg04557032,I,12,53421610,
cg04558707,II,12,57578694,N_Shore
cg04558749,I,12,124021914,S_Shelf
cg04558761,I,12,132616658,N_Shelf
cg04559178,II,12,29301719,N_Shore
cg04559293,II,12,39727030,
cg04560581,I,12,48166752,N_Shore
cg04561120,II,12,7798450,
cg04561571,II,12,93834146,N_Shore
cg04561753,II,12,105956478,
cg04561883,I,12,133302138,N_Shore
cg04562330,I,12,118817039,S_Shelf
cg04562491,II,12,113495386,Island
cg04562909,I,12,114836014,S_Shore
cg04563169,I,12,104660671,S_Shore
cg04563419,I,12,26112454,
cg04566677,II,12,54779175,
cg04566900,I,12,54069773,Island
cg04568054,II,12,34513753,
cg04568710,I,12,38710424,Island
cg04568842,I,12,6875453,N_Shore
cg04569082,I,12,127940323,N_Shore
cg04570910,II,12,12122983,
cg04574152,II,12,5965794,
cg04574346,I,12,132976866,Island
cg04574480,II,12,5545007,S_Shelf
cg04575155,II,12,25981343,
cg04575343,II,12,40499262,Island
cg04575699,II,12,23714914,
cg04576398,II,12,132262872,N_Shore
cg04576672,II,12,54422239,N_Shore
cg04577497,I,12,10766264,Island
cg04577591,II,12,66214544,N_Shelf
cg04578997,II,12,104850759,Island
cg04579507,II,12,21324585,
cg04580999,II,12,15006303,
cg04581004,II,12,7281333,
cg04581516,II,12,95119318,
cg04581537,II,12,52238169,N_Shelf
cg04581832,II,12,64237532,Island
cg04583341,II,12,116713967,
cg04583467,II,12,70644019,
cg04584872,II,12,109126397,S_Shore
cg04586041,I,12,121878382,N_Shore
cg04586418,II,12,70658298,
cg04588079,II,12,13153012,Island
cg04588380,II,12,53046818,
cg04589248,II,12,29668581,
cg04589828,II,12,34495086,Island
cg04591623,I,12,16506213,
cg04592208,I,12,129331383,Island
cg04594233,II,12,132917312,
cg04594507,II,12,133120760,
cg04594618,II,12,8182145,N_Shelf
cg04595200,II,12,34486507,N_Shelf
cg04596060,II,12,114404600,S_Shore
cg04598251,I,12,132628980,Island
cg04598325,I,12,122239014,Island
cg04602207,II,12,104324023,Island
cg04604946,II,12,7023352,Island
cg04605980,I,12,117471700,
cg04606020,II,12,56139467,S_Shore
cg04606265,II,12,112600525,
cg04606861,II,12,132905735,Island
cg04606887,I,12,46121035,Island
cg04607235,I,12,12878440,Island
cg04608330,I,12,45269318,N_Shore
cg04609875,II,12,70763703,S_Shelf
cg04610718,II,12,103353362,S_Shore
cg04611395,II,12,2903398,Island
cg04611717,II,12,132897840,S_Shore
cg04614625,I,12,52262736,Island
cg04614823,II,12,64174184,Island
cg04614923,II,12,93096622,
cg04614943,I,12,99039026,Island
cg04615460,I,12,115125098,Island
cg04615865,II,12,121678720,
cg04618812,II,12,121177340,Island
cg04618842,II,12,57472555,Island
cg04619304,II,12,24434537,
cg04620334,I,12,122985487,Island
cg04623168,II,12,112546260,Island
cg04624567,II,12,57122631,S_Shelf
cg04624601,II,12,113910385,Island
cg04626413,II,12,40364819,
cg04626868,II,12,23999034,
cg04629424,II,12,7020815,N_Shelf
cg04630171,II,12,121735002,Island
cg04631757,II,12,58176492,
cg04632390,II,12,2893401,
cg04633409,II,12,44195947,N_Shelf
cg04636406,I,12,6993009,
cg04637204,I,12,106532491,Island
cg04637506,II,12,122670293,S_Shelf
cg04640194,II,12,56754023,Island
cg04640250,II,12,72667526,Island
cg04640729,II,12,95864049,N_Shelf
cg04640747,I,12,131569148,N_Shelf
cg04640834,II,12,49261012,
cg04641530,II,12,120933840,Island
cg04643397,II,12,120118807,
cg04643437,I,12,14518655,Island
cg04647176,II,12,341431,
cg04647654,II,12,53199284,
cg04648382,II,12,1022780,
cg04648747,II,12,72233970,S_Shore
cg04649115,II,12,9210696,
cg04651603,II,12,54321302,Island
cg04658543,II,12,113904848,Island
cg04658679,II,12,125185923,
cg04660157,II,12,26347596,N_Shore
cg04660357,I,12,53895291,Island
cg04661457,II,12,92531553,
cg04662532,II,12,54330125,N_Shelf
cg04663692,II,12,97885669,
cg04663797,II,12,103965735,
cg04663931,II,12,106633641,Island
cg04665124,I,12,130604404,
cg04665351,I,12,3000000,Island
cg04665374,II,12,56101078,N_Shore
cg04665647,II,12,133351397,S_Shore
cg04665732,I,12,12510007,Island
cg04667586,I,12,69202638,Island
cg04669574,I,12,50297945,Island
cg04670766,I,12,113706613,
cg04670913,I,12,69139822,Island
cg04671742,II,12,6881997,N_Shore
cg04672622,II,12,114724257,
cg04672979,II,12,13369111,
cg04675427,II,12,7249465,
cg04676057,II,12,47071862,
cg04677942,II,12,93796936,
cg04678231,II,12,52451268,
cg04678315,I,12,125212010,
cg04678868,I,12,132692072,S_Shore
cg04678963,II,12,95366196,
cg04681810,II,12,30975749,Island
cg04682192,II,12,110561945,N_Shore
cg04682193,II,12,121867725,
cg04682969,II,12,1751897,N_Shelf
cg04684246,II,12,110385989,
cg04684390,II,12,124158499,S_Shelf
cg04685534,I,12,45270788,Island
cg04685570,II,12,114841202,N_Shore
cg04685798,II,12,99642048,
cg04685954,II,12,10515574,
cg04686114,I,12,57081832,Island
cg04686545,II,12,107348824,N_Shore
cg04687551,II,12,129187286,N_Shelf
cg04688889,II,12,57581972,S_Shelf
cg04691425,II,12,96252524,N_Shore
cg04692238,II,12,43063317,
cg04693721,II,12,58176694,
cg04694155,II,12,95397486,Island
cg04694239,II,12,123077521,
cg04697624,II,12,69002178,N_Shelf
cg04698397,I,12,57400201,Island
cg04700215,II,12,46320110,
cg04700930,II,12,98030706,
cg04701394,I,12,92489468,
cg04701618,I,12,131443231,
cg04704064,II,12,125039219,Island
cg04704531,I,12,54409491,S_Shore
cg04706044,II,12,127208176,N_Shelf
cg04707254,II,12,31744695,S_Shore
cg04707531,I,12,74931420,N_Shore
cg04708790,II,12,113355675,
cg04709971,I,12,129028733,
cg04710628,I,12,104360213,S_Shore
cg04710764,II,12,54378736,Island
cg04713272,II,12,133168115,Island
cg04716447,I,12,122444621,
cg04717595,II,12,110260208,
cg04723113,I,12,6809887,S_Shore
cg04724646,II,12,20706631,S_Shore
cg04725405,II,12,10127367,
cg04726535,I,12,133169156,Island
cg04727230,II,12,79931775,
cg04727865,II,12,54331892,N_Shore
cg04728562,I,12,75699417,Island
cg04729491,II,12,129593226,
cg04730363,II,12,22198470,N_Shore
cg04732910,I,12,69201696,Island
cg04733537,I,12,130388748,Island
cg04735123,I,12,111358639,
cg04735442,I,12,112847421,S_Shore
cg04735509,I,12,63545783,S_Shore
cg04736625,II,12,9757161,
cg04736791,I,12,121078422,Island
cg04737137,II,12,133010712,Island
cg04737350,II,12,80170325,
cg04737916,I,12,133196028,Island
cg04737991,II,12,105050768,
cg04738151,II,12,70004638,
cg04738301,I,12,96184580,Island
cg04739485,II,12,122611783,
cg04740359,II,12,5603542,N_Shore
cg04740812,II,12,72670755,S_Shelf
cg04740941,II,12,27933666,Island
cg04741118,II,12,96720813,
cg04741728,I,12,133003907,S_Shelf
cg04743947,II,12,112820215,Island
cg04745161,II,12,130526916,Island
cg04745384,II,12,52242468,Island
cg04745673,II,12,103359368,Island
cg04752565,II,12,51664655,S_Shore
cg04757074,II,12,67663012,N_Shore
cg04768449,I,12,94495274,N_Shore
cg04770364,II,12,120127985,Island
cg04770397,II,12,125814669,N_Shore
cg04770433,I,12,124809130,Island
cg04771285,II,12,117557630,
cg04772575,I,12,123431865,
cg04774040,I,12,51985134,Island
cg04774139,II,12,63479872,
cg04774461,II,12,132834323,Island
cg04774496,I,12,133464638,Island
cg04774914,I,12,50560863,Island
cg04775889,II,12,72665880,Island
cg04776099,II,12,52464244,S_Shore
cg04776357,II,12,41221689,
cg04776812,II,12,39726715,
cg04777824,II,12,109644646,
cg04777881,II,12,27677019,
cg04779410,II,12,25538947,Island
cg04781075,II,12,123921371,Island
cg04781764,I,12,89893765,
cg04784898,II,12,109726008,N_Shelf
cg04785213,II,12,69743616,
cg04785418,I,12,42538813,Island
cg04786330,I,12,27091356,Island
cg04787675,II,12,104683308,S_Shore
cg04789663,I,12,131324319,S_Shore
cg04790923,I,12,131580385,
cg04791129,II,12,53490632,N_Shore
cg04792034,I,12,58263161,S_Shelf
cg04792378,I,12,108985748,
cg04792380,II,12,105162318,
cg04792963,II,12,133015383,Island
cg04794183,II,12,54410510,N_Shore
